average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_2nd_backhand_ground,opening_2nd_forehand_ground,opening_3rd_backhand_ground,opening_1st_out_wide,opening_2nd_slice_shot,opening_1st_body,opening_1st_down_the_t,opening_3rd_slice_shot,opening_3rd_forehand_ground
2.161137440758294,0.3770491803278688,0.8260869565217391,0.0673076923076923,0.23076923076923078,0.05714285714285714,0.0653061224489796,0.31020408163265306,0.22857142857142856,0.4489795918367347,0.04265402843601896,0.22950819672131148,0.5901639344262295,0.19672131147540983,0.36065573770491804,0.0,0.3114754098360656,0.26229508196721313,0.13114754098360656,0.45901639344262296
2.4365079365079363,0.2708333333333333,0.6153846153846154,0.16216216216216217,0.1891891891891892,0.049723756906077346,0.0,0.39226519337016574,0.2265193370165746,0.3756906077348066,0.03968253968253968,0.4166666666666667,0.5416666666666666,0.3541666666666667,0.4375,0.041666666666666664,0.125,0.4166666666666667,0.0625,0.3958333333333333
2.727272727272727,0.5,0.6410256410256411,0.029411764705882353,0.19607843137254902,0.05592105263157895,0.023026315789473683,0.5164473684210527,0.13815789473684212,0.34539473684210525,0.028409090909090908,0.2564102564102564,0.6538461538461539,0.16666666666666666,0.44871794871794873,0.038461538461538464,0.20512820512820512,0.34615384615384615,0.02564102564102564,0.46153846153846156
2.5818924111431314,0.20142857142857143,0.6099290780141844,0.19405845711547676,0.25299472927647343,0.05890390162441172,0.007135266433884925,0.3295885835737058,0.27827539092151204,0.38864429937756184,0.05475504322766571,0.4014285714285714,0.5528571428571428,0.375,0.42714285714285716,0.027857142857142858,0.22357142857142856,0.3292857142857143,0.06,0.48
2.371859296482412,0.2727272727272727,0.7222222222222222,0.07894736842105263,0.20175438596491227,0.054945054945054944,0.01098901098901099,0.3626373626373626,0.29304029304029305,0.34065934065934067,0.01507537688442211,0.24242424242424243,0.7575757575757576,0.30303030303030304,0.30303030303030304,0.0,0.24242424242424243,0.42424242424242425,0.06060606060606061,0.5303030303030303
2.202355460385439,0.24864376130198915,0.6036363636363636,0.18829787234042553,0.29095744680851066,0.0886019590382903,0.028717720391807658,0.311219946571683,0.2346393588601959,0.44701691896705253,0.052194860813704495,0.3860759493670886,0.5009041591320073,0.3670886075949367,0.29566003616636527,0.0705244122965642,0.35804701627486435,0.3309222423146474,0.081374321880651,0.4141048824593128
1.9366336633663366,0.30578512396694213,0.5675675675675675,0.3659574468085106,0.28936170212765955,0.07822410147991543,0.048625792811839326,0.2748414376321353,0.3298097251585624,0.38054968287526425,0.06930693069306931,0.256198347107438,0.6446280991735537,0.30578512396694213,0.512396694214876,0.08264462809917356,0.18181818181818182,0.2809917355371901,0.05785123966942149,0.4628099173553719
1.9840848806366047,0.18181818181818182,0.782608695652174,0.33544303797468356,0.26371308016877637,0.08176100628930817,0.022461814914645103,0.23539982030548068,0.2398921832884097,0.38095238095238093,0.08576480990274093,0.26877470355731226,0.6996047430830039,0.2845849802371542,0.3241106719367589,0.023715415019762844,0.2608695652173913,0.3952569169960474,0.07114624505928854,0.5691699604743083
2.0410628019323673,0.18181818181818182,0.7631578947368421,0.4346590909090909,0.2727272727272727,0.07076566125290024,0.015081206496519721,0.2494199535962877,0.16589327146171692,0.29930394431554525,0.11473429951690821,0.27751196172248804,0.6650717703349283,0.2679425837320574,0.3444976076555024,0.04784688995215311,0.3588516746411483,0.27751196172248804,0.05263157894736842,0.5980861244019139
2.1066666666666665,0.4418604651162791,0.7368421052631579,0.06756756756756757,0.3108108108108108,0.060240963855421686,0.024096385542168676,0.42168674698795183,0.21084337349397592,0.3614457831325301,0.04666666666666667,0.2558139534883721,0.6511627906976745,0.23255813953488372,0.37209302325581395,0.046511627906976744,0.23255813953488372,0.37209302325581395,0.06976744186046512,0.4883720930232558
