average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,average_response_depth,opening_2nd_backhand_ground,opening_2nd_forehand_ground,opening_1st_forehand_ground,opening_3rd_backhand_ground,opening_2nd_slice_shot,opening_3rd_slice_shot,opening_1st_backhand_ground,opening_1st_slice_shot,opening_3rd_forehand_ground
1.751269035532995,0.033707865168539325,0.6666666666666666,0.10687022900763359,0.1450381679389313,0.0927536231884058,0.014492753623188406,0.1565217391304348,0.3681159420289855,0.3826086956521739,1.9482758620689655,0.2909090909090909,0.5636363636363636,0.14545454545454545,0.36363636363636365,0.12727272727272726,0.05454545454545454,0.8363636363636363,0.01818181818181818,0.5454545454545454
1.7278266756939742,0.06666666666666667,0.46153846153846156,0.05480868665977249,0.17476732161323683,0.109717868338558,0.005094043887147335,0.23942006269592475,0.42476489028213166,0.31857366771159873,1.9871977240398293,0.4756756756756757,0.41621621621621624,0.41621621621621624,0.4,0.1,0.10540540540540541,0.5378378378378378,0.04594594594594595,0.45675675675675675
1.6545454545454545,0.09848484848484848,0.5673076923076923,0.06385542168674699,0.20120481927710843,0.10965121834687053,0.012183468705207836,0.23960821786908743,0.3631151457238414,0.3860487338748208,2.0552763819095476,0.5016129032258064,0.36774193548387096,0.3435483870967742,0.41451612903225804,0.1,0.1032258064516129,0.5806451612903226,0.06612903225806452,0.4080645161290323
2.0331491712707184,0.022222222222222223,1.0,0.06349206349206349,0.1349206349206349,0.1956521739130435,0.008152173913043478,0.1875,0.4592391304347826,0.33967391304347827,1.9448098943824215,0.41379310344827586,0.41379310344827586,0.22413793103448276,0.3275862068965517,0.1724137931034483,0.20689655172413793,0.6379310344827587,0.13793103448275862,0.41379310344827586
1.6903178122690319,0.1290909090909091,0.5492957746478874,0.06659142212189616,0.16252821670428894,0.1289899431569742,0.01880192391779624,0.31788369042413644,0.4079580236117184,0.26628771316134675,2.1205936920222634,0.4267515923566879,0.45222929936305734,0.37261146496815284,0.3885350318471338,0.09872611464968153,0.10509554140127389,0.5286624203821656,0.09554140127388536,0.40764331210191085
1.7342007434944238,0.08597285067873303,0.5263157894736842,0.0935672514619883,0.17251461988304093,0.10289389067524116,0.012861736334405145,0.2240085744908896,0.4640943193997856,0.2958199356913183,1.9395017793594307,0.42857142857142855,0.46616541353383456,0.38345864661654133,0.3684210526315789,0.09774436090225563,0.11278195488721804,0.6090225563909775,0.007518796992481203,0.45864661654135336
1.7983988355167395,0.12437810945273632,0.6,0.04809843400447427,0.19239373601789708,0.07324969647915823,0.010926750303520841,0.2055847834884662,0.3982193443949818,0.3848644273573452,2.1290877796901895,0.49742268041237114,0.41494845360824745,0.3479381443298969,0.38402061855670105,0.06958762886597938,0.07731958762886598,0.6365979381443299,0.01288659793814433,0.4587628865979381
3.1666666666666665,0.0851063829787234,0.75,0.11666666666666667,0.35,0.06140350877192982,0.021929824561403508,0.22807017543859648,0.3508771929824561,0.42105263157894735,1.9448098943824215,0.3055555555555556,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.027777777777777776,0.1388888888888889,0.6666666666666666,0.0,0.4166666666666667
1.9548192771084338,0.08053691275167785,0.75,0.11627906976744186,0.17209302325581396,0.08936825885978428,0.023112480739599383,0.28043143297380585,0.3713405238828968,0.300462249614792,1.891304347826087,0.5480769230769231,0.2980769230769231,0.33653846153846156,0.4423076923076923,0.10576923076923077,0.08653846153846154,0.6442307692307693,0.019230769230769232,0.41346153846153844
1.3087597571552472,0.15869017632241814,0.6666666666666666,0.10650887573964497,0.20710059171597633,0.219350563286945,0.03644797879390325,0.21802518223989398,0.47978793903247186,0.2895957587806494,2.070539419087137,0.3767441860465116,0.386046511627907,0.2651162790697674,0.33488372093023255,0.15813953488372093,0.12093023255813953,0.4744186046511628,0.26046511627906976,0.4
1.6521739130434783,0.07643312101910828,0.5833333333333334,0.09109730848861283,0.18012422360248448,0.08851674641148326,0.014354066985645933,0.24880382775119617,0.39952153110047844,0.34290271132376393,2.0881226053639845,0.4787234042553192,0.44680851063829785,0.4095744680851064,0.3404255319148936,0.05851063829787234,0.10106382978723404,0.5531914893617021,0.031914893617021274,0.5106382978723404
1.819253438113949,0.10212588578574407,0.5918367346938775,0.09145509145509145,0.16407316407316408,0.09787944237188298,0.010111918319261733,0.25554682898095427,0.3562733163165129,0.3647162772432751,1.954913294797688,0.48316831683168315,0.41386138613861384,0.4646864686468647,0.3900990099009901,0.08448844884488449,0.08844884488448845,0.49834983498349833,0.036963696369636964,0.4633663366336634
1.5509499136442142,0.10837438423645321,0.7272727272727273,0.0891891891891892,0.20270270270270271,0.09465478841870824,0.0066815144766146995,0.2661469933184855,0.3585746102449889,0.3685968819599109,2.0902255639097747,0.5426356589147286,0.3875968992248062,0.24806201550387597,0.3488372093023256,0.06976744186046512,0.13953488372093023,0.6434108527131783,0.03875968992248062,0.46511627906976744
1.3428571428571427,0.09722222222222222,0.5714285714285714,0.07142857142857142,0.08571428571428572,0.06028368794326241,0.014184397163120567,0.2907801418439716,0.3262411347517731,0.375886524822695,1.9813084112149533,0.375,0.5,0.5,0.40625,0.125,0.03125,0.46875,0.03125,0.46875
1.6211340206185567,0.15527950310559005,0.56,0.055350553505535055,0.11070110701107011,0.19395866454689983,0.011128775834658187,0.246422893481717,0.3036565977742448,0.4356120826709062,2.0095693779904304,0.2,0.475,0.425,0.2875,0.25,0.1625,0.4375,0.1375,0.4375
1.8615384615384616,0.18032786885245902,0.7272727272727273,0.13541666666666666,0.14583333333333334,0.08264462809917356,0.012396694214876033,0.256198347107438,0.2727272727272727,0.4628099173553719,2.1012658227848102,0.225,0.55,0.35,0.275,0.125,0.075,0.65,0.0,0.5
1.48381601362862,0.09090909090909091,0.6326530612244898,0.11965811965811966,0.19487179487179487,0.10218140068886337,0.004822043628013777,0.2048220436280138,0.33892078071182546,0.40367393800229623,2.0845272206303727,0.49056603773584906,0.37264150943396224,0.32547169811320753,0.4276729559748428,0.1289308176100629,0.10534591194968554,0.6430817610062893,0.031446540880503145,0.4119496855345912
1.5284391534391535,0.09060402684563758,0.6111111111111112,0.08577405857740586,0.16736401673640167,0.14452617914322805,0.01947209000432713,0.2587624405019472,0.3574210298572047,0.3747295543054955,2.104372355430183,0.4608695652173913,0.3391304347826087,0.39420289855072466,0.3652173913043478,0.15072463768115943,0.13333333333333333,0.4985507246376812,0.09565217391304348,0.4057971014492754
2.112,0.1694915254237288,0.3,0.010752688172043012,0.08602150537634409,0.2765151515151515,0.015151515151515152,0.25757575757575757,0.4583333333333333,0.2765151515151515,1.9024390243902438,0.225,0.325,0.475,0.25,0.425,0.4,0.25,0.025,0.225
1.8588588588588588,0.18243243243243243,0.5555555555555556,0.12796208530805686,0.11374407582938388,0.06462035541195477,0.011308562197092083,0.30210016155088854,0.2875605815831987,0.40226171243941844,2.227027027027027,0.375,0.5625,0.4166666666666667,0.25,0.052083333333333336,0.052083333333333336,0.5625,0.020833333333333332,0.5625
1.6150144369586141,0.09223300970873786,0.5263157894736842,0.08268330733229329,0.1934477379095164,0.10786650774731824,0.0059594755661501785,0.22646007151370678,0.42789034564958284,0.3402860548271752,2.0861618798955615,0.4024390243902439,0.4715447154471545,0.45934959349593496,0.3821138211382114,0.11788617886178862,0.12601626016260162,0.4796747967479675,0.06097560975609756,0.45528455284552843
1.6029411764705883,0.07792207792207792,0.5,0.09917355371900827,0.2396694214876033,0.09785932721712538,0.01834862385321101,0.1743119266055046,0.5412844036697247,0.28134556574923547,1.974025974025974,0.47058823529411764,0.45098039215686275,0.45098039215686275,0.47058823529411764,0.058823529411764705,0.11764705882352941,0.49019607843137253,0.058823529411764705,0.29411764705882354
1.5619158878504673,0.09748427672955975,0.6451612903225806,0.045372050816696916,0.16696914700544466,0.07703814510097233,0.009723261032161555,0.23410620792819745,0.34480179506357517,0.406133133881825,2.210059171597633,0.4263959390862944,0.4619289340101523,0.26903553299492383,0.36548223350253806,0.07614213197969544,0.1218274111675127,0.6040609137055838,0.02030456852791878,0.4416243654822335
1.3560830860534125,0.11764705882352941,0.7142857142857143,0.09813084112149532,0.13551401869158877,0.10284463894967177,0.024070021881838075,0.24070021881838075,0.3741794310722101,0.2910284463894967,1.961290322580645,0.38181818181818183,0.45454545454545453,0.45454545454545453,0.2545454545454545,0.05454545454545454,0.14545454545454545,0.5272727272727272,0.01818181818181818,0.34545454545454546
