average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_1st_body,opening_1st_down_the_t,opening_1st_out_wide,opening_2nd_ground_fh_bh_ratio,opening_3rd_ground_fh_bh_ratio,player
0.9788317559333766,-0.9837817745793815,-0.1612572319541692,0.27211853297207356,-0.10584633616014727,-0.520287874504156,-0.23012944330674162,-0.7298207590811346,0.36623782540050703,-0.2469427255154752,0.5847589151705035,-1.7623050247198193,0.779961402199773,1.7243901392421002,-0.7012559541910011,0.3988610605449972,Adrian_Andreev
0.3345654515433899,-0.7831564219664382,0.20378885526806603,-0.3126477125216319,0.25760583899322,-0.663792843000655,-0.9686367339686943,0.3059691743878433,-0.2603881988807113,0.21151012995435975,-0.3879315650610751,-0.8229919218946279,1.1288540618538452,-0.08311816642450683,0.5361747490215668,0.0008894690273124345,Albert_Ramos
0.0563533766973502,-0.4981491833811701,0.13665394267547085,-0.26333591021603464,0.9007748557268257,-0.4913751692108844,0.9376878201096694,-0.250233204155516,-0.5245054505604808,1.0328957797764697,-0.3762314724381332,0.9907448929506396,-0.6651697323542914,-0.6866356067583098,-0.6541869828242747,-0.3739117138193553,Alejandro_Davidovich_Fokina
1.143449157466143,-0.5779702243444695,0.8699737571484322,0.640498838814486,0.9396233171326869,0.7183116887078634,0.6577478473773405,-0.05696963908325268,0.11336231105295802,0.17479633664432073,-0.6434242193599427,-0.659998078101009,0.24575321505142875,0.9347706373331592,0.03035957900920295,0.43586543659839533,Alejandro_Moro_Canas
-0.18658762119829153,-0.011820774279220495,0.16048683664584262,0.398743753980657,-0.7781098302426177,-0.10359230663145202,0.6955180994193025,1.3733900346225676,0.11121241531412472,-1.2040479950878742,0.39464002935029424,0.8026073853627517,-0.6892921216170967,-0.42392628914961156,0.05499309864557325,-0.156204580255984,Alejandro_Tabilo
-0.2687005066250377,-0.5845884182215786,-0.12815599032865346,1.4373870816468435,-0.09654797754739516,-0.13468785605123276,0.3365614067858108,-0.43871366890860214,1.536678465880818,-1.0661884658449468,2.295551562022286,0.6830348905975854,-0.4834512816950131,-0.39296768371397256,0.5786218336186923,0.34798004347157363,Aleksandar_Vukic
0.474373893213735,-0.20659116928100374,0.15793331229187366,-0.5676581642403661,0.2383465090053112,-0.7374306217821925,-0.1847716782538314,-0.8910954858721786,0.4580955486445179,0.5984283498758937,-0.8373118931095764,0.5875334345009142,-0.5755342519594719,-0.0942670225889877,-0.4684691936273,-0.47889676953680704,Alex_De_Minaur
0.6590304018152847,-0.32316976007576026,-0.45916840658380925,1.150179549262331,-0.4884775032855451,-0.197741860940217,1.2817468782607755,0.382324221289478,0.34338519535330503,-0.7088030777997565,0.8920644946707127,-0.6798242933214443,0.11199202635662314,0.5756050320187958,0.7087667097948464,-0.2625921614095053,Alex_Molcan
-1.6501403458445114,1.1738681736506653,-1.1533834373721459,0.8486392750931222,-0.33262194012684065,0.8877080810958474,3.090858579686248,0.17434394026081362,0.7577186501262166,-0.81002972210368,1.529536811334612,-0.63708495617691,2.0656705116957794,-1.5376132869785297,-0.7992714323230857,-0.3655714447686347,Alexander_Bublik
-1.3021620715368825,0.39573154982523917,0.7324762919347517,-0.9554581824082449,0.5570834759904184,0.5617671249928237,-0.34293352531987975,-0.00625221797788564,-0.9097321206623392,1.1674774387322857,-0.22785010408511308,2.0052117108175405,-0.3246663995479098,-2.3403086174503818,-0.06033656147016136,0.5144997357118678,Alexander_Ritschard
0.11586612648934985,-0.3959698927239627,0.7721977818853702,-0.5221465506974323,0.502653487826045,-0.6241157818100671,-0.3961717461333314,-0.01854432200933389,0.2734550058079792,0.011761913276769665,-0.7520159218712635,0.1330505307164122,-0.8154925795519926,0.7644154095160698,-0.5936434549255982,-0.24528918927342513,Alexander_Shevchenko
0.24057167554580078,0.4995954784511623,-0.06946838355476624,1.1487257611219803,0.2723532036122244,-0.38744831339314084,-0.3351829587425256,0.22631632277897232,-0.2986790935758781,0.27228420004235504,0.5444893848645433,-0.643694205447053,0.49768635269382794,0.23597638838374013,-0.7409386912858935,-0.35779558412897716,Alexander_Zverev
-0.08531534365451138,-0.13252189888654492,0.07852493299163908,0.10736156017212116,0.08233496829047908,0.16697027747423263,0.06873468351925763,-0.3671099781083679,0.4597759963493074,-0.0677805400224895,0.17217051557224575,-0.2187200439918672,-0.5736340766382294,1.1004199196304394,-0.9016085805668144,-0.48482553177497284,Alexandre_Muller
-1.0414974669574677,0.9016250642000162,-1.0549907558430902,0.9575654482082925,-0.20353373938504668,-1.3114738620707085,0.48468314620554653,1.9474710472115053,-1.4439503011379158,-0.0251785520371683,-0.29477084684734056,-0.9201515899882056,0.8009419872282191,0.3637651515018044,0.17288208547677578,0.7072308609899872,Alexei_Popyrin
-0.5311048420114349,3.393414370355822,-0.4905274775974557,-0.2757956033416313,-0.7294969398220311,1.2328169897109522,0.4938431397803793,0.6178781150213621,-1.2935842668943516,1.049168678073957,0.08397953496400859,-0.3885232174007058,0.1894371056679928,0.47191869760370997,0.30507687408437767,0.36185668449159836,Andrea_Vavassori
