average_shot_length,net_points_rate,net_points_won_rate,winners_rate,unforced_errors_rate,slices_rate,dropshots_rate,crosscourt_rate,middlecourt_rate,down_the_line_rate,ace_rate,opening_1st_body,opening_2nd_forehand_ground,opening_1st_down_the_t,opening_3rd_forehand_ground,opening_3rd_backhand_ground,opening_2nd_backhand_ground,opening_3rd_slice_shot,opening_1st_out_wide,opening_2nd_slice_shot
1.9933333333333334,0.3783783783783784,0.7142857142857143,0.11475409836065574,0.11475409836065574,0.040268456375838924,0.09395973154362416,0.33557046979865773,0.18120805369127516,0.46308724832214765,0.05333333333333334,0.24324324324324326,0.5945945945945946,0.32432432432432434,0.4864864864864865,0.13513513513513514,0.16216216216216217,0.13513513513513514,0.35135135135135137,0.0
2.4173228346456694,0.5272727272727272,0.6896551724137931,0.046153846153846156,0.07692307692307693,0.03333333333333333,0.022222222222222223,0.5444444444444444,0.1111111111111111,0.34444444444444444,0.023622047244094488,0.14545454545454545,0.7636363636363637,0.38181818181818183,0.41818181818181815,0.12727272727272726,0.14545454545454545,0.01818181818181818,0.4727272727272727,0.01818181818181818
2.209209209209209,0.2670157068062827,0.6078431372549019,0.27937551355792933,0.0895645028759244,0.05905077262693157,0.008830022075055188,0.3457505518763797,0.2643487858719647,0.386037527593819,0.0647313980647314,0.09816753926701571,0.56282722513089,0.3599476439790576,0.46596858638743455,0.3481675392670157,0.387434554973822,0.06282722513089005,0.5117801047120419,0.020942408376963352
2.132867132867133,0.35,0.7142857142857143,0.08571428571428572,0.05714285714285714,0.030864197530864196,0.006172839506172839,0.35185185185185186,0.25925925925925924,0.38271604938271603,0.013986013986013986,0.075,0.75,0.475,0.575,0.2,0.25,0.075,0.425,0.0
1.9845984598459847,0.3059006211180124,0.6040609137055838,0.2510860121633362,0.0999131190269331,0.08342644320297951,0.03389199255121043,0.31135940409683427,0.2245810055865922,0.4581005586592179,0.05977264393105977,0.22826086956521738,0.5263975155279503,0.40372670807453415,0.39751552795031053,0.35403726708074534,0.33695652173913043,0.07763975155279502,0.34937888198757766,0.07608695652173914
1.7165775401069518,0.45454545454545453,0.6,0.496551724137931,0.07586206896551724,0.0708955223880597,0.055970149253731345,0.27238805970149255,0.31343283582089554,0.39552238805970147,0.08021390374331551,0.15151515151515152,0.696969696969697,0.3181818181818182,0.3939393939393939,0.2878787878787879,0.19696969696969696,0.06060606060606061,0.5,0.07575757575757576
1.6658476658476657,0.2682926829268293,0.7272727272727273,0.5078125,0.0859375,0.08118081180811808,0.027675276752767528,0.22140221402214022,0.1992619926199262,0.3892988929889299,0.10073710073710074,0.10569105691056911,0.7723577235772358,0.4796747967479675,0.5365853658536586,0.2682926829268293,0.18699186991869918,0.08943089430894309,0.3821138211382114,0.024390243902439025
1.6801346801346801,0.2736842105263158,0.7307692307692307,0.7218934911242604,0.13609467455621302,0.09158415841584158,0.019801980198019802,0.2623762376237624,0.1485148514851485,0.3118811881188119,0.1447811447811448,0.2,0.7263157894736842,0.3263157894736842,0.5684210526315789,0.25263157894736843,0.2,0.08421052631578947,0.4421052631578947,0.06315789473684211
2.106273062730627,0.35054545454545455,0.6804979253112033,0.2814677194612169,0.10218300046446818,0.07271514342895263,0.007671781187458306,0.2753502334889927,0.2755170113408939,0.4431287525016678,0.054797047970479705,0.18036363636363636,0.6298181818181818,0.3781818181818182,0.4007272727272727,0.344,0.3010909090909091,0.05963636363636363,0.416,0.05090909090909091
2.0137404580152674,0.3597560975609756,0.6271186440677966,0.3747680890538033,0.1261595547309833,0.07530120481927711,0.02033132530120482,0.3230421686746988,0.24322289156626506,0.4307228915662651,0.07862595419847328,0.17682926829268292,0.5487804878048781,0.3445121951219512,0.4115853658536585,0.31402439024390244,0.36890243902439024,0.07621951219512195,0.45121951219512196,0.04878048780487805
2.2379702537182853,0.30218068535825543,0.6082474226804123,0.22762645914396887,0.08949416342412451,0.07773851590106007,0.023321554770318022,0.32438162544169613,0.21413427561837456,0.45441696113074204,0.07874015748031496,0.205607476635514,0.6697819314641744,0.46105919003115264,0.5077881619937694,0.27102803738317754,0.2398753894080997,0.0529595015576324,0.3052959501557632,0.06542056074766354
2.839622641509434,0.23529411764705882,0.875,0.19607843137254902,0.09803921568627451,0.02564102564102564,0.010256410256410256,0.2564102564102564,0.3384615384615385,0.40512820512820513,0.09433962264150944,0.14705882352941177,0.7352941176470589,0.35294117647058826,0.4411764705882353,0.38235294117647056,0.20588235294117646,0.029411764705882353,0.5,0.0
1.6319002798270161,0.6305343511450382,0.612590799031477,0.48048967100229534,0.08416220351951033,0.08977455716586151,0.06561996779388084,0.3357487922705314,0.24879227053140096,0.3711755233494364,0.11930806410582549,0.11297709923664122,0.5435114503816794,0.5206106870229008,0.3267175572519084,0.2015267175572519,0.23511450381679388,0.07938931297709924,0.3419847328244275,0.07938931297709924
2.457627118644068,0.5384615384615384,0.38095238095238093,0.03508771929824561,0.10526315789473684,0.023255813953488372,0.0,0.23255813953488372,0.23837209302325582,0.5116279069767442,0.01694915254237288,0.23076923076923078,0.5128205128205128,0.2564102564102564,0.3333333333333333,0.28205128205128205,0.41025641025641024,0.05128205128205128,0.4358974358974359,0.0
1.856115107913669,0.3532608695652174,0.7846153846153846,0.4036697247706422,0.10397553516819572,0.05182072829131653,0.029411764705882353,0.3599439775910364,0.22128851540616246,0.40336134453781514,0.10431654676258993,0.08695652173913043,0.6032608695652174,0.4076086956521739,0.3967391304347826,0.30434782608695654,0.3532608695652174,0.05434782608695652,0.47282608695652173,0.016304347826086956
2.0278166278166276,0.4515915119363395,0.6960352422907489,0.49942594718714123,0.08878683505549177,0.05624433020864832,0.01194436044753553,0.3161475657695797,0.2555185969156335,0.4033867553674025,0.10738150738150738,0.09549071618037135,0.5742705570291777,0.45557029177718833,0.4104774535809019,0.3003978779840849,0.373342175066313,0.050397877984084884,0.4290450928381963,0.021883289124668436
1.8859060402684564,0.5,0.6428571428571429,0.4811320754716981,0.12264150943396226,0.14393939393939395,0.007575757575757576,0.25757575757575757,0.42424242424242425,0.3106060606060606,0.08053691275167785,0.07142857142857142,0.39285714285714285,0.4642857142857143,0.26785714285714285,0.375,0.44642857142857145,0.19642857142857142,0.4642857142857143,0.16071428571428573
1.7618350414836506,0.5292620865139949,0.7019230769230769,0.5320600272851296,0.1009549795361528,0.11467008327994875,0.02114029468289558,0.3613068545803972,0.2267777065983344,0.40358744394618834,0.10492923377257199,0.13740458015267176,0.6768447837150128,0.40966921119592875,0.42493638676844786,0.16030534351145037,0.14249363867684478,0.09923664122137404,0.43765903307888043,0.11704834605597965
2.0955631399317407,0.4523809523809524,0.7368421052631579,0.1875,0.0859375,0.09968847352024922,0.04672897196261682,0.3333333333333333,0.18691588785046728,0.46417445482866043,0.04436860068259386,0.14285714285714285,0.6071428571428571,0.38095238095238093,0.44047619047619047,0.2619047619047619,0.30952380952380953,0.07142857142857142,0.4166666666666667,0.023809523809523808
2.7621621621621624,0.1375,0.6363636363636364,0.22641509433962265,0.16037735849056603,0.08895705521472393,0.015337423312883436,0.23006134969325154,0.2085889570552147,0.50920245398773,0.016216216216216217,0.0875,0.8,0.4875,0.6,0.25,0.2,0.0875,0.4,0.0
1.7774294670846396,0.2727272727272727,0.8,0.1588785046728972,0.056074766355140186,0.10887096774193548,0.016129032258064516,0.24596774193548387,0.24193548387096775,0.5120967741935484,0.05642633228840126,0.21818181818181817,0.6727272727272727,0.45454545454545453,0.6181818181818182,0.12727272727272726,0.3090909090909091,0.10909090909090909,0.32727272727272727,0.01818181818181818
1.7940167530913442,0.27906976744186046,0.6981132075471698,0.5541165587419057,0.10476410730804811,0.08570280317492214,0.007836833115643524,0.3175926856224254,0.2509796041394554,0.4094242941826585,0.11264459513362585,0.06932865291794647,0.6858271171566477,0.4554629223343572,0.4629223343571742,0.3189995612110575,0.22729267222465993,0.08995173321632295,0.44975866608161474,0.060991663010092144
2.0224856909239577,0.3530405405405405,0.7057416267942583,0.30256410256410254,0.07282051282051281,0.09316273490603759,0.028388644542183126,0.305077968812475,0.2145141943222711,0.4774090363854458,0.08258381030253475,0.09881756756756757,0.6672297297297297,0.3910472972972973,0.41047297297297297,0.2719594594594595,0.25,0.09628378378378379,0.46959459459459457,0.05067567567567568
1.5730337078651686,0.32432432432432434,0.8333333333333334,0.675,0.1,0.08496732026143791,0.0196078431372549,0.33986928104575165,0.2549019607843137,0.40522875816993464,0.149812734082397,0.1891891891891892,0.7567567567567568,0.40540540540540543,0.5405405405405406,0.16216216216216217,0.1891891891891892,0.08108108108108109,0.40540540540540543,0.05405405405405406
1.7877604166666667,0.44366197183098594,0.7142857142857143,0.5057915057915058,0.08494208494208494,0.05950413223140496,0.03305785123966942,0.32066115702479336,0.2909090909090909,0.3768595041322314,0.11067708333333333,0.08450704225352113,0.5774647887323944,0.4014084507042254,0.4788732394366197,0.21830985915492956,0.31690140845070425,0.02112676056338028,0.4647887323943662,0.035211267605633804
1.6555423122765196,0.4075,0.6871165644171779,0.564344746162928,0.06257378984651712,0.07939393939393939,0.027878787878787878,0.34606060606060607,0.24727272727272728,0.4012121212121212,0.09813269765593961,0.0625,0.5675,0.395,0.3775,0.2875,0.2875,0.08,0.535,0.0725
1.7115384615384615,0.4855072463768116,0.6865671641791045,0.5367647058823529,0.09191176470588236,0.07387387387387387,0.023423423423423424,0.3081081081081081,0.29009009009009007,0.372972972972973,0.1358974358974359,0.18115942028985507,0.7318840579710145,0.463768115942029,0.4057971014492754,0.21739130434782608,0.18840579710144928,0.07246376811594203,0.34057971014492755,0.021739130434782608
1.8121137206427689,0.296137339055794,0.7318840579710145,0.26996625421822273,0.07874015748031496,0.07255200405885337,0.008625063419583967,0.3480466768138001,0.2557077625570776,0.3906646372399797,0.07128141738772147,0.22746781115879827,0.5987124463519313,0.3648068669527897,0.4699570815450644,0.2832618025751073,0.33905579399141633,0.06223175965665236,0.3626609442060086,0.03648068669527897
